,answer,id,score,correct,questions,target_answers
2305,No se requiere de una motivo para ser benevolente,13,1.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2306,Benevolencia es tener una buena voluntad hacia los demás,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2307,La benevolencia es voluntad del bien,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2308,"Que seas una persona de bien, no implica que tengas que soportar todo.",13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2309,Benevolencia es tener un alma destinada a hacer el bien sólo porque sí.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2310,Benevolencia es voluntad de bien,13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2311,No hay que confundir amabilidad con sumisión .,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2312,"La benevolencia no se debe entender como una excusa  de aceptación, sino como un valor del que la realiza. ",13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2313,"Que no todo esta relacionado a lo malo, solo depende el contexto en el que se encuentre.",13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2314,Debemos evitar la cortesia con la sumisión y no dejarnos humillar,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2315,Se refiere a verle el lado bueno a las más triste y desastroso de cada situación,13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2316,Es ser benévolo y no bobo.,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2317,que ser benevolentes es ser personas en todo el sentido de la empatía,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2318,"Benevolencia es ayudar a tratar de cambiar o mejorar lo ""malo"" ",13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2319,Ser benevolo no significa ser indulgente ante lo vil y ruin,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2320,Que la benevolencia no es que te pasen por encima,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2321,"Benevolencia es querer siempre el bien, más no tolerar lo malo",13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2322,"sobre las condiciones mas dificiles, la benevolencia es mas una decision que una debilidad",13,1.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2323,No lo entendi,13,0.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2324,"Que la benevolencia es la capacidad del ser humano oara optar por el bien, no para ser permisivo con el mal.",13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2325,Hay que ser empáticos,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2326,"Ser bueno no significa aceptar todo, incluso lo malo.",13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2327,"benevolencia es hacer el bien, no tolerar el mal",13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2328,"Todo aquel que actúa bien, tiene falta de maldad  ",13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2329,La benevolencia tiene aspectos que  pueden ser cuestionados pero a  la final es la voluntad del bien.,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2330,Hay que ser justo,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2331,La benevolencia no significa ser débil ante lo malo sino a pesar de ello.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2332,Benevolencia es sinónimo de bondad.,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2333,La benevolencia es resultado de la voluntad por hacer el bien,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2334,Ser bueno es por voluntad no ser conforme con la maldad,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2335,"La benevolencia es un sinónimo de aceptar lo bueno, ser justos con lo justo.",13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2336,Benevolencia es hacer el bien,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2337,No la entendi,13,0.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2338,Voluntad de bien es benevolencia.,13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2339,Hay que ser bueno de corazón y por voluntad,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2340,Ser benevolente no es complacer,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2341,Benevolencia es actuar siempre de buena voluntad,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2342,Ser benévolo tiene como proposito generar un bien,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2343,No sé que es benevolencia.,13,0.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2344,Benevolencia es querer hacer el bien.,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2345,Se es positivo con lo que se tiene,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2346,Benevolencia es justicia en busca del bien.,13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2347,Existe un concepto erróneo de benevolencia.,13,1.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2348,Que benevolencia es hacer lo que te dicen tus principios.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2349,no aceptar todo,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2350,Benevolencia no es aceptar lo malo,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2351,Se puede ser bondadoso y tolerante cuando las intenciones siempre sean buenas,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2352,Hay que hacer el bien de manera asidua,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2353,Que el bien no hace referencia a lo ruin o inepto,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2354,La benevolencia no debe ser concebido como lástima o acción de condescendencia sino el deseo sincero de bienestar al otro.,13,5.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2355,Ser benevolente no es signo de debilidad sino de solidaridad,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2356,La benevolencia y la  amabilidad no son lo mismo que la aceptación y sumisión.,13,3.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2357,"Que la benevolencia no te haga ser una persona pasiva, sino buena",13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2358,que se espera siempre lo mejor de toda situación,13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2359,Benevolencia es bondad,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2360,Ser compasivo es un acto de bien,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2361,Ser benevolence es tener fe en el bien,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2362,Se es benevolante con actos puros,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2363,No debemos tolerar humillaciones.,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2364,"No debe confundirse la benevolencia con el soportar ser malo, sino más bien, disfrutar haciendo el bien",13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2365,La benevolencia solo valora los buenos actos.,13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2366,Una persona benevolente no debe tolerarlo todo,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2367,No se debe confundir ser bondadoso con el ser abusado.,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2368,Ser amable no significa permitir injusticias,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2369,Sin importar que pase siempre se busca el bien.,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2370,No debemos tolerar desprecios.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2371,La persona demuestra ser tolerante pero cuando el otro tiene buena voluntad,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2372,La persona benévola no soporta la corrupción sino que busca hacer lo bueno,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2373,Hay actos que requieren tener empatia para entender a los demas,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2374,"La benevolencia no es ser bueno con todos, sino a aquel que hace una buena voluntad.",13,3.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2375,Hacer las cosas bien,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2376,No hay que conformarse ni tolerar abusos.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2377,No se debe ver el actuar de buena fe o altruismo como un aspecto deficiente del ser.,13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2378,El benévolo con su voluntad de bien es conformista con lo erróneo.,13,1.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2379,aceptar a los demas con sus defectos es benevolencia,13,1.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2380,El ser una buena persona no incluye tener que aguantar a quien sólo quiere dañar,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2381,Que hay que aprender a aceptar,13,1.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2382,Siempre hay que ser pacientes y ayudar,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2383,"La persona que tolera o no hace algo para cambiar lo ruin, no es benevolente. Es benevolente cuando voluntariamente hace el bien. ",13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2384,"Que ser benevolente no quiere decir que hay que tolerar lo malo, sino aceptar y promover lo bueno ",13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2385,Ser benevolente es querer hacer el bien,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2386,La benevolencia es el querer actuar bien,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2387,Benevolencia no es compasión ni lástima,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2388,No aceptar las mamás acciones ni medicrodidades.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2389,Se debe actuar viendo el lado bueno de las cosas.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2390,Buscar lo correcto,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2391,El bien no es conformismo.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2392,La belevolencia es un comportamiento que causa el bien.,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2393,benevolencia es un concepto verdaderamente puro.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2394,La voluntad del bien incluye la acción,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2395,Benevolencia signfica hacer lo posible para que la otra persona tenga un bien.,13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2396,No se debe tolerar lo malo sino fomentar lo bueno.,13,3.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2397,Voluntad por lo que esta bien,13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2398,"Benevolencia no es soportar lo malo, sino enaltecer lo bueno. ",13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2399,"La benevolencia es ser astuto, prudente y noble.",13,2.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2400,"La benevolencia es una virtud natural, voluntaria.",13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2401,"Tener buena voluntad es hacer cosas buenas, no tolerar lo malo",13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2402,Benovolente es el que actúa pasiblemente frente a acciones inapropiadas.,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2403,Ser benevolente no quiere decir que se debe perdonar lo ruin o conformarse con la ineptitud,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2404,No sé debe aceptar todo por querer ayudar .,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2405,La benevolencia no debe tener ningún interés más allá del bien,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2406,"no es aceptar el mal, sino querer el bien ",13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2407,La benevolencia conlleva al bien.,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2408,No hay que confundir coca cola con tinto.,13,0.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2409,Benevolente no es aceptar la mediocridad,13,2.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2410,La benevolencia muestra bondad y empatia mediante el compromiso hacia los demas,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2411,Ser benevolo significa que estamos tratando de actuar de buena fe por voluntad propia.,13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2412,Ser benevolente no es sinónimo de debilidad o conformismo.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2413,"La benevolencia no viene de soportar lo que no nos gustas, sino de ser bueno por voluntad propia.",13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2414,Hacer el bien es ser benevolente.,13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2415,Por querer hacer el bien no se debe aceptar la maldad o la estupidez de otros.,13,4.0,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2416,"Existe un concepto errado de benevolencia, y que esta en realidad significa voluntad de hacer el bien.",13,3.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2417,Hay cierto punto hasta el cual la bondad puede tolerar ciertas cosas,13,2.5,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2418,Ser bueno significa intentar hacer todo lo bueno.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2419,La benevolencia es buena.,13,3.0,0.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
2420,"Ser benevolente no es ser débil ante lo malo, sino estar dispuesto a hacer el bien ",13,4.5,1.0,"Benevolencia no quiere decir tolerancia de lo ruin, o conformidad con lo inepto, sino voluntad de bien. Del aforismo se infiere que",La buena voluntad es deseo de bienestar hacia el otro.
